App,BUILD.àÍä—áX
É^ÉCÉgÉã,5ëw6íi-XVF-YVF BBB_1
éÅñº,ITEC
ó™èÃ,óYåíçHã∆
<â◊èdÉPÅ[ÉX>,ñ}ó·
V,âîíºâ◊èdéû
S,êœê·â◊èdéû
EXL,ínêkéûXLâ¡óÕ
EXR,ínêkéûXRâ¡óÕ
EYL,ínêkéûYLâ¡óÕ
EYR,ínêkéûYRâ¡óÕ
WXL,ïóâ◊èdéûXLâ¡óÕ
WXR,ïóâ◊èdéûXRâ¡óÕ
WYL,ïóâ◊èdéûYLâ¡óÕ
WYR,ïóâ◊èdéûYRâ¡óÕ
V+É¬1ÅES,[ëΩê·ãÊàÊ]í∑ä˙
V+É¬2ÅES+EXL,[ëΩê·ãÊàÊ]íZä˙ínêkéûXLâ¡óÕ
V+É¬2ÅES+EXR,[ëΩê·ãÊàÊ]íZä˙ínêkéûXRâ¡óÕ
V+É¬2ÅES+EYL,[ëΩê·ãÊàÊ]íZä˙ínêkéûYLâ¡óÕ
V+É¬2ÅES+EYR,[ëΩê·ãÊàÊ]íZä˙ínêkéûYRâ¡óÕ
V+É¬2ÅES+WXL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXLâ¡óÕ
V+É¬2ÅES+WXR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXRâ¡óÕ
V+É¬2ÅES+WYL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYLâ¡óÕ
V+É¬2ÅES+WYR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYRâ¡óÕ
<Së¢ëÂó¿ê›åvâûóÕ>
ó¿ïÑçÜ,äK,í ÇË,é≤,â◊èdÉPÅ[ÉX,ç∂í[M[kNm],åpéËM[kNm],íÜâõM[kNm],åpéËM[kNm],âEí[M[kNm],ç∂í[Q[kN],åpéËQ[kN],íÜâõQ[kN],åpéËQ[kN],âEí[Q[kN]
B49,2F,D,4,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,D,4A,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,D,5,EYL,0.0,0.0,0.9,0.0,1.8,0.5,0.0,0.5,0.0,0.5
B49,2F,D,5A,EYL,1.8,0.0,0.9,0.0,-0.0,-0.5,0.0,-0.5,0.0,-0.5
B58,2F,D,6,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,D,7,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,D,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,D,2,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,D,3,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,D,3A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,D,4,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,4A,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,5,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,5A,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,D,6,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,D,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,D,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,D,2,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,D,3,EYL,-0.0,0.0,0.4,0.0,0.7,0.2,0.0,0.2,0.0,0.2
B49,4F,D,3A,EYL,0.7,0.0,0.4,0.0,0.0,-0.2,0.0,-0.2,0.0,-0.2
B49,4F,D,4,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,D,4A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,D,5,EYL,0.0,0.0,0.4,0.0,0.7,0.2,0.0,0.2,0.0,0.2
B49,4F,D,5A,EYL,0.7,0.0,0.4,0.0,-0.0,-0.2,0.0,-0.2,0.0,-0.2
B58,4F,D,6,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,D,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,D,1,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,D,2,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,D,3,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,D,3A,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,D,4,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,D,4A,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,D,5,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,D,5A,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,D,6,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,D,7,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,D,1,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,D,2,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,D,3,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,D,3A,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,D,4,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,D,4A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,D,5,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,D,5A,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,D,6,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,D,7,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,2F,E,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,2F,E,2,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,E,3,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,3A,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,4,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,4A,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,E,5,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,E,5A,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,E,6,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,2F,E,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,E,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,E,2,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,E,3,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,3A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,4,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,4A,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,5,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,E,5A,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,E,6,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,E,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,E,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,E,2,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,E,3,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,3A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,4,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,4A,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,5,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,E,5A,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,E,6,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,E,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,E,1,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,5F,E,2,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,E,3,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,3A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,4,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,E,4A,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,5,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,E,5A,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,E,6,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,5F,E,7,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,E,1,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,E,2,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,E,3,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,3A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,4,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,E,4A,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,5,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,E,5A,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,E,6,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,E,7,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,F,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,F,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,F,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,F,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,F,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,F,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,F,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,F,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,F,1,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,F,7,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59X,2F,G,2,EYL,0.6,0.5,-0.1,-0.8,-0.9,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,2F,G,3,EYL,-0.3,-0.3,-0.2,-0.1,-0.1,0.1,0.1,0.1,0.1,0.1
G59X,2F,G,3A,EYL,-0.1,-0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
G59X,2F,G,4,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,2F,G,4A,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,2F,G,5,EYL,0.2,0.1,0.1,-0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,2F,G,5A,EYL,-0.1,-0.1,-0.2,-0.3,-0.3,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,2F,G,6,EYL,-0.9,-0.8,-0.1,0.5,0.6,0.2,0.2,0.2,0.2,0.2
G59X,3F,G,2,EYL,1.1,0.9,-0.2,-1.4,-1.5,-0.4,-0.4,-0.4,-0.4,-0.4
G59X,3F,G,3,EYL,-0.5,-0.4,-0.3,-0.2,-0.1,0.1,0.1,0.1,0.1,0.1
G59X,3F,G,3A,EYL,-0.1,-0.0,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1
G59X,3F,G,4,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,3F,G,4A,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,3F,G,5,EYL,0.3,0.2,0.1,-0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,3F,G,5A,EYL,-0.1,-0.2,-0.3,-0.4,-0.5,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,3F,G,6,EYL,-1.5,-1.4,-0.2,0.9,1.1,0.4,0.4,0.4,0.4,0.4
G59X,4F,G,2,EYL,1.5,1.2,-0.3,-1.8,-2.0,-0.5,-0.5,-0.5,-0.5,-0.5
G59X,4F,G,3,EYL,-0.6,-0.6,-0.4,-0.2,-0.1,0.1,0.1,0.1,0.1,0.1
G59X,4F,G,3A,EYL,-0.1,-0.0,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.1
G59X,4F,G,4,EYL,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,4F,G,4A,EYL,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,4F,G,5,EYL,0.4,0.3,0.1,-0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,4F,G,5A,EYL,-0.1,-0.2,-0.4,-0.6,-0.6,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,4F,G,6,EYL,-2.0,-1.8,-0.3,1.2,1.5,0.5,0.5,0.5,0.5,0.5
G59X,5F,G,2,EYL,1.8,1.5,-0.3,-2.1,-2.3,-0.6,-0.6,-0.6,-0.6,-0.6
G59X,5F,G,3,EYL,-0.7,-0.7,-0.5,-0.2,-0.1,0.2,0.2,0.2,0.2,0.2
G59X,5F,G,3A,EYL,-0.1,-0.0,0.2,0.4,0.5,0.2,0.2,0.2,0.2,0.2
G59X,5F,G,4,EYL,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,5F,G,4A,EYL,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,5F,G,5,EYL,0.5,0.4,0.2,-0.0,-0.1,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,5F,G,5A,EYL,-0.1,-0.2,-0.5,-0.7,-0.7,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,5F,G,6,EYL,-2.3,-2.1,-0.3,1.5,1.8,0.6,0.6,0.6,0.6,0.6
G59X,RF,G,2,EYL,1.1,0.9,-0.5,-1.8,-2.0,-0.4,-0.4,-0.4,-0.4,-0.4
G59X,RF,G,3,EYL,-0.9,-0.8,-0.6,-0.3,-0.2,0.2,0.2,0.2,0.2,0.2
G59X,RF,G,3A,EYL,-0.2,-0.1,0.1,0.4,0.5,0.2,0.2,0.2,0.2,0.2
G59X,RF,G,4,EYL,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,RF,G,4A,EYL,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,RF,G,5,EYL,0.5,0.4,0.1,-0.1,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,RF,G,5A,EYL,-0.2,-0.3,-0.6,-0.8,-0.9,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,RF,G,6,EYL,-2.0,-1.8,-0.5,0.9,1.1,0.4,0.4,0.4,0.4,0.4
G59Y,2F,1,B,EYL,-253.3,-227.2,-11.1,204.9,229.3,66.8,66.8,66.8,66.8,66.8
G004,2F,1,C,EYL,-223.8,-193.6,-89.6,14.5,65.3,82.6,82.6,82.6,82.6,82.6
G005,2F,1,D,EYL,65.3,0.0,99.9,0.0,129.9,18.4,0.0,18.4,0.0,18.4
G59Y,2F,1,E,EYL,-283.9,-255.0,1.2,257.3,288.2,79.2,79.2,79.2,79.2,79.2
G59Y,3F,1,B,EYL,-324.0,-289.8,-5.6,278.6,310.6,87.8,87.8,87.8,87.8,87.8
G004,3F,1,C,EYL,-216.2,-194.1,-117.7,-41.4,-4.1,60.6,60.6,60.6,60.6,60.6
G005,3F,1,D,EYL,-4.1,0.0,109.6,0.0,208.1,60.6,0.0,60.6,0.0,60.6
G59Y,3F,1,E,EYL,-360.5,-323.4,5.1,333.5,373.1,101.5,101.5,101.5,101.5,101.5
G59Y,4F,1,B,EYL,-354.8,-317.5,-8.0,301.5,336.4,95.7,95.7,95.7,95.7,95.7
G004,4F,1,C,EYL,-246.1,-220.8,-133.2,-45.7,-3.0,69.5,69.5,69.5,69.5,69.5
G005,4F,1,D,EYL,-3.0,0.0,127.3,0.0,240.2,69.5,0.0,69.5,0.0,69.5
G59Y,4F,1,E,EYL,-389.3,-349.2,6.3,361.7,404.5,109.9,109.9,109.9,109.9,109.9
G59Y,5F,1,B,EYL,-334.9,-299.7,-7.6,284.5,317.4,90.3,90.3,90.3,90.3,90.3
G004,5F,1,C,EYL,-235.1,-210.9,-127.3,-43.7,-2.9,66.3,66.3,66.3,66.3,66.3
G005,5F,1,D,EYL,-2.9,0.0,121.5,0.0,229.3,66.3,0.0,66.3,0.0,66.3
G59Y,5F,1,E,EYL,-370.5,-332.3,6.3,344.9,385.7,104.7,104.7,104.7,104.7,104.7
G59Y,RF,1,B,EYL,-225.3,-201.7,-6.3,189.2,211.2,60.4,60.4,60.4,60.4,60.4
G004,RF,1,C,EYL,-141.6,-127.4,-78.0,-28.7,-4.6,39.2,39.2,39.2,39.2,39.2
G005,RF,1,D,EYL,-4.6,0.0,68.8,0.0,132.4,39.2,0.0,39.2,0.0,39.2
G59Y,RF,1,E,EYL,-251.7,-225.8,3.4,232.7,260.3,70.9,70.9,70.9,70.9,70.9
B34,2F,2,A,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,2,B,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,2F,2,C,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,2F,2,D,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,2,E,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,2,F,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,2,A,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,2,B,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,3F,2,C,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,3F,2,D,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,2,E,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,2,F,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,2,A,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,2,B,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,4F,2,C,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,4F,2,D,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,2,E,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,2,F,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,2,A,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,2,B,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,5F,2,C,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,5F,2,D,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,2,E,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,2,F,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,2,A,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,2,B,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,RF,2,C,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,RF,2,D,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,2,E,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,2,F,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G004,2F,3,A,EYL,-0.0,6.1,23.9,41.7,47.8,10.0,10.0,10.0,10.0,10.0
G005,2F,3,B,EYL,47.8,0.0,86.2,0.0,122.1,10.0,0.0,10.0,0.0,10.0
G004,2F,3,C,EYL,-213.8,-191.5,-114.5,-37.5,-9.1,61.1,61.1,61.1,61.1,61.1
G005,2F,3,D,EYL,9.9,0.0,124.0,0.0,231.4,66.1,0.0,66.1,0.0,66.1
G004,2F,3,E,EYL,-119.0,-115.4,-84.0,-52.6,-46.6,9.7,9.7,9.7,9.7,9.7
G005,2F,3,F,EYL,-46.6,0.0,-23.3,0.0,0.0,9.7,0.0,9.7,0.0,9.7
G004,3F,3,A,EYL,-0.0,8.1,31.8,55.5,63.7,13.3,13.3,13.3,13.3,13.3
G005,3F,3,B,EYL,63.7,0.0,114.8,0.0,162.6,13.3,0.0,13.3,0.0,13.3
G004,3F,3,C,EYL,-249.2,-223.3,-133.5,-43.8,-10.7,71.2,71.2,71.2,71.2,71.2
G005,3F,3,D,EYL,12.0,0.0,150.6,0.0,281.1,80.3,0.0,80.3,0.0,80.3
G004,3F,3,E,EYL,-156.7,-152.0,-110.6,-69.2,-61.4,12.8,12.8,12.8,12.8,12.8
G005,3F,3,F,EYL,-61.4,0.0,-30.7,0.0,0.0,12.8,0.0,12.8,0.0,12.8
G004,4F,3,A,EYL,-0.0,8.9,35.0,61.1,70.1,14.6,14.6,14.6,14.6,14.6
G005,4F,3,B,EYL,70.1,0.0,126.4,0.0,179.0,14.6,0.0,14.6,0.0,14.6
G004,4F,3,C,EYL,-273.4,-244.9,-146.4,-48.0,-11.7,78.1,78.1,78.1,78.1,78.1
G005,4F,3,D,EYL,12.5,0.0,156.5,0.0,292.1,83.5,0.0,83.5,0.0,83.5
G004,4F,3,E,EYL,-178.7,-173.4,-126.2,-79.0,-70.0,14.6,14.6,14.6,14.6,14.6
G005,4F,3,F,EYL,-70.0,0.0,-35.0,0.0,0.1,14.6,0.0,14.6,0.0,14.6
G004,5F,3,A,EYL,-0.0,8.6,33.6,58.7,67.3,14.0,14.0,14.0,14.0,14.0
G005,5F,3,B,EYL,67.3,0.0,121.3,0.0,171.8,14.0,0.0,14.0,0.0,14.0
G004,5F,3,C,EYL,-251.6,-225.3,-134.7,-44.2,-10.8,71.9,71.9,71.9,71.9,71.9
G005,5F,3,D,EYL,10.5,0.0,131.0,0.0,244.6,69.9,0.0,69.9,0.0,69.9
G004,5F,3,E,EYL,-179.4,-174.1,-126.7,-79.3,-70.3,14.6,14.6,14.6,14.6,14.6
G005,5F,3,F,EYL,-70.3,0.0,-35.1,0.0,0.0,14.6,0.0,14.6,0.0,14.6
G004,RF,3,A,EYL,-0.0,6.6,25.9,45.2,51.8,10.8,10.8,10.8,10.8,10.8
G005,RF,3,B,EYL,51.8,0.0,93.5,0.0,132.4,10.8,0.0,10.8,0.0,10.8
G004,RF,3,C,EYL,-153.1,-137.1,-82.0,-26.9,-6.5,43.7,43.7,43.7,43.7,43.7
G005,RF,3,D,EYL,6.2,0.0,78.0,0.0,145.5,41.6,0.0,41.6,0.0,41.6
G004,RF,3,E,EYL,-139.6,-135.4,-98.6,-61.7,-54.7,11.4,11.4,11.4,11.4,11.4
G005,RF,3,F,EYL,-54.7,0.0,-27.3,0.0,0.0,11.4,0.0,11.4,0.0,11.4
